comment,likes,comment_type,author,date,mf_care_harm_score,mf_care_harm_polarity,mf_fairness_cheating_score,mf_fairness_cheating_polarity,mf_loyalty_betrayal_score,mf_loyalty_betrayal_polarity,mf_authority_subversion_score,mf_authority_subversion_polarity,mf_sanctity_degradation_score,mf_sanctity_degradation_polarity,mf_liberty_oppression_score,mf_liberty_oppression_polarity,love_concept,commitment_view,jealousy_attitude,relationship_structure,individualism,traditionalism,openness,conformity,hedonism,universalism,emotional_valence,emotional_intensity,emotions,stance,confidence,argument_type,key_claims,underlying_assumptions,complexity_level,internal_consistency,openness_to_dialogue,moral_sophistication
2대1갱뱅 하는거임포장 적당히,0,원댓글,@신만선,2025. 9. 13. 오후 1:26:06,1,negative,2,negative,1,negative,2,negative,3,negative,1,neutral,undefined,reject,harmful,individual,3,2,2,3,4,2,negative,4,"disgust,cynicism,judgment",anti_polyamory,5,moral,"다자연애는 2대1 갱뱅과 다를 바 없다,다자연애는 포장된 성적 문란이다","다자연애는 진정한 사랑이 아닌 성적 욕구 충족을 위한 행위이다,일부일처제가 유일하게 도덕적으로 용납 가능한 관계 형태이다",2,4,1,2
창피한거 아는거 같은데 ㅋㅋㅋ,0,원댓글,@지원-u6w,2025. 9. 13. 오후 6:20:32,4,negative,3,negative,3,negative,2,negative,3,negative,2,neutral,exclusive,absolute,natural,hierarchical,2,4,2,4,2,2,negative,3,"수치심,경멸,조롱",anti_polyamory,4,moral,다자연애는 창피한 것이다.,"일부일처제가 정상적인 관계 형태이다.,다자연애는 사회적 규범에 어긋난다.,수치심은 사회적 제재의 수단으로 사용될 수 있다.",1,5,1,1
양성애 동성애 이런건 알겠는데 다자연애는 좀 이해 안 가네..,0,원댓글,@Malaaa__tang11,2025. 9. 16. 오후 2:57:37,2,neutral,3,negative,4,negative,1,neutral,2,negative,1,neutral,exclusive,absolute,natural,hierarchical,3,4,2,4,2,3,negative,2,"confusion,skepticism,discomfort",anti_polyamory,3,personal,다자연애는 이해하기 어렵다,"사랑은 한 사람에게만 향해야 한다,안정적인 관계는 일대일 관계다",2,4,2,2
사람모습을하고 지구애서 사는 외계인아닐까?,2,원댓글,@stylelifes,2025. 9. 12. 오후 2:35:41,2,negative,3,neutral,4,negative,2,neutral,3,negative,2,neutral,exclusive,absolute,natural,hierarchical,2,4,2,4,2,3,negative,3,"discomfort,othering,judgment",anti_polyamory,3,cultural,"다자연애는 사회적으로 받아들여지기 어렵다,다자연애는 비정상적이다","일부일처제가 정상적인 관계이다,다자연애는 기존의 사회적 규범을 위반한다",2,4,2,2
개같은 사랑???,1,원댓글,@jju2749,2025. 9. 15. 오후 8:47:15,4,negative,4,negative,5,negative,2,negative,4,negative,1,neutral,exclusive,absolute,natural,hierarchical,2,5,1,5,2,2,negative,4,"혐오,경멸,분노",anti_polyamory,4,moral,"다자연애는 사랑의 가치를 훼손한다.,다자연애는 부도덕하다.","사랑은 독점적이어야 한다.,일부일처제가 유일하게 올바른 관계 형태이다.",1,4,1,1
그럼 셋이자면 관계는 어떡해 하는데?,0,원댓글,@rhwnsdud4922,2025. 9. 13. 오후 4:52:29,3,negative,4,negative,4,negative,2,neutral,3,negative,2,neutral,exclusive,absolute,natural,hierarchical,3,4,2,4,2,3,negative,3,"불안,혼란,의구심",anti_polyamory,3,practical,"다자 연애 관계는 유지하기 어렵다,관계 내 갈등이 발생하기 쉽다","사랑은 한 사람에게만 주어져야 한다,관계는 안정적이고 예측 가능해야 한다",2,4,2,2
까놓고 이야기해서 집에서 서로 만지는 상황에 옆에 있다는게 볼꺼 다 봤는건데,0,↳ 답글,@rhwnsdud4922,2025. 9. 13. 오후 4:53:40,2,negative,3,negative,4,negative,1,neutral,3,negative,2,negative,exclusive,absolute,natural,undefined,3,4,2,4,2,3,negative,3,"discomfort,disgust,jealousy",anti_polyamory,4,moral,"다자연애 상황에서 성적 노출은 부적절하다.,합의되지 않은 성적 행위는 관계를 해친다.","성적 관계는 배타적이어야 한다.,공개적인 성적 행위는 부도덕하다.",2,4,2,2
상스럽고 천박하네,6,원댓글,@공룡싣대1,2025. 9. 11. 오전 7:18:05,4,negative,3,negative,4,negative,2,negative,5,negative,1,neutral,exclusive,absolute,natural,hierarchical,2,5,1,5,1,2,negative,4,"혐오,경멸,불쾌감",anti_polyamory,5,moral,다자연애는 도덕적으로 용납될 수 없다,"전통적인 일부일처제 관계가 유일하게 도덕적으로 정당한 관계 형태이다,다자연애는 성적으로 문란하며 타락한 행위이다",1,5,1,1
다자연애라는게 양성애자들끼리의 사랑이었?그럴 수 있,3,원댓글,@유지현-w7w,2025. 9. 12. 오전 2:21:30,2,neutral,1,neutral,2,negative,1,neutral,1,neutral,2,neutral,complex,flexible,undefined,undefined,3,3,3,3,2,3,neutral,2,"curiosity,uncertainty,acceptance",questioning,2,personal,다자연애는 양성애자들끼리의 사랑인가?,"다자연애는 일반적인 관계와 다르다,다자연애는 특정 집단(양성애자)에게만 해당된다",2,4,4,2
아니군... 걍 세명이 그런거군..,0,↳ 답글,@유지현-w7w,2025. 9. 12. 오전 2:22:58,2,neutral,2,neutral,3,negative,1,neutral,1,neutral,2,neutral,undefined,undefined,undefined,undefined,3,3,3,3,2,3,negative,2,"disappointment,surprise,reassessment",neutral,5,personal,"기존의 예측이 틀렸다.,다자연애 관계는 3명으로 구성된다.","다자연애는 특정 수의 사람들이 참여하는 관계다.,다자연애에 대한 일반적인 오해가 존재한다.",1,5,3,1
알아서 해라....,1,↳ 답글,@유지현-w7w,2025. 9. 12. 오전 2:30:22,2,neutral,2,neutral,1,negative,1,neutral,1,neutral,3,positive,undefined,flexible,manageable,individual,4,2,3,2,2,3,neutral,2,"indifference,apathy,tolerance",neutral,3,personal,,"개인의 선택은 존중되어야 한다.,다자연애는 개인의 문제이다.",1,4,3,2
잠은 한사람만 자??,1,원댓글,@Tv-rg4jw,2025. 9. 12. 오전 11:17:13,2,negative,4,negative,4,negative,1,neutral,3,negative,2,neutral,exclusive,absolute,natural,hierarchical,2,4,2,4,2,2,negative,3,"doubt,confusion,disapproval",anti_polyamory,3,moral,"다자연애는 일부일처제 계약을 위반한다,잠자리는 한 사람과만 가져야 한다","일부일처제는 도덕적으로 옳다,사랑은 배타적이어야 한다",2,4,2,2
끔찍한 삶이다,0,원댓글,@margaret-gz9wl,2025. 9. 14. 오전 2:10:09,4,negative,3,negative,4,negative,2,neutral,3,negative,1,neutral,exclusive,absolute,natural,hierarchical,2,4,2,4,2,3,negative,4,"disgust,disapproval,fear",anti_polyamory,5,personal,다자연애는 끔찍한 삶이다,"다자연애는 행복을 가져다 줄 수 없다.,다자연애는 고통, 혼란, 불안정성을 초래한다.,전통적인 일부일처제가 이상적인 관계 형태이다.",1,4,1,1
다자연애가 순수하데. ㅋㅋㅋ이런건 티비에서 안했음 좋겠다 아이들 배울라 더구나 가르치는 사람이면 -------양성애자 구만!!!,6,원댓글,@유씨앗,2025. 9. 12. 오전 9:21:12,4,negative,2,neutral,3,negative,2,negative,4,negative,1,neutral,exclusive,absolute,natural,hierarchical,2,5,1,5,2,2,negative,3,"disgust,fear,disapproval",anti_polyamory,4,moral/cultural,"다자연애는 아이들에게 해롭다,다자연애는 부도덕하다","일부일처제가 유일하게 올바른 연애 방식이다,미디어는 사회에 긍정적인 영향을 주어야 한다",2,4,1,2
그럴 수 있다고 생각하는건 나만 그런가 합의로 이루어졌는데 상관있나?,0,원댓글,@soeun011,2025. 9. 13. 오전 1:24:30,4,positive,5,positive,2,neutral,3,neutral,1,negative,5,positive,inclusive,flexible,manageable,egalitarian,5,1,5,1,3,4,neutral,3,"curiosity,tolerance,acceptance",pro_polyamory,4,moral,"합의된 관계는 개인의 자유이며 존중받아야 한다.,타인에게 해를 끼치지 않는 관계는 도덕적으로 문제가 없다.","모든 인간은 자신의 관계 형태를 선택할 자유가 있다.,합의는 관계의 정당성을 보장하는 중요한 요소이다.",3,4,4,3
개인적으로 사람마다 사랑에 퍼센트가 다르다고 생각하는 사람으로 둘이상을 동시에 같이 사랑한다? 저한텐 좀 이해가 안가네요.. 막상 피가 이어져있는 가족도 다 사랑하지만 그중 가장 사랑하는 사람과 애착+유대감이 깊은 사람이 있는데 친구들도 우정의 형태로 사랑하지만 그래도 그중 가장 친하고 제일 좋아하는 사람이 있는 것 처럼 애인들을 그런식으로 늘리면 과연 진지하게 똑같은 사랑을 줄수있는지가 의문이네요 우린 기계가 아닌 감정을 공유하는 인간인데 그게 가능한가요.. 그냥 이런걸 처음 본 제 입장에선 바람을 쉴드치는거 같아요,0,원댓글,@감규울,2025. 9. 12. 오후 6:46:13,4,negative,4,negative,3,negative,1,neutral,2,neutral,1,neutral,exclusive,absolute,natural,hierarchical,3,4,2,4,2,3,negative,3,"의문,불신,우려",anti_polyamory,4,personal/moral,"다자연애는 진정한 사랑을 제공하기 어렵다,다자연애는 바람을 정당화하는 행위이다","사랑은 제한된 자원이다,모든 관계에는 우선순위가 존재한다,진정한 사랑은 독점적이다",3,4,2,3
몰라도 되는세상 별꼴다 보네,5,원댓글,@kimdkdkdjsd,2025. 9. 12. 오전 1:06:06,2,negative,1,neutral,3,negative,2,negative,3,negative,1,neutral,exclusive,absolute,natural,hierarchical,2,4,1,4,2,2,negative,3,"disgust,surprise,disbelief",anti_polyamory,4,cultural,"다자연애는 보편적인 도덕적 가치에 어긋난다,다자연애는 전통적인 사회 질서를 파괴한다","일부일처제가 유일하고 올바른 관계 형태이다,사회 질서는 전통적인 가치에 기반해야 한다",1,4,1,2
돈이엄청많나보네,0,원댓글,@jaehee-l3n,2025. 9. 21. 오후 9:16:21,2,negative,3,negative,1,neutral,1,neutral,2,negative,1,neutral,undefined,contextual,natural,individual,3,4,2,4,3,2,negative,3,"curiosity,doubt,concern",questioning,3,practical,다자연애는 경제적 부담이 크다.,"다자연애는 돈이 많이 필요하다,모든 사람이 경제적으로 풍족하지 않다",2,4,2,2
에게 뭡니까 참나,0,원댓글,@miyoungobrien9072,2025. 9. 18. 오후 11:36:04,1,negative,2,negative,3,negative,2,negative,3,negative,1,neutral,exclusive,absolute,natural,hierarchical,2,4,2,4,2,2,negative,3,"disgust,annoyance,disapproval",anti_polyamory,4,moral,다자연애는 부도덕하다 (함축적),"사랑은 배타적이어야 한다,일부일처제가 유일하게 올바른 관계 형태이다",1,4,1,1
용기는 인정 한다만....쯔쯔 안타 깝다... 그냥 유럽 이민가서 사는걸 추천해 ㅋㅋㅋ그리고 남을 너희들이 좋게 볼거라는 생각은 하지 말길....여긴 한국이다. 미국도 그래 ㅋㅋㅋ,0,원댓글,@BravoLife-i9q,2025. 9. 16. 오후 1:24:28,3,negative,2,neutral,4,negative,3,negative,3,negative,2,neutral,exclusive,absolute,natural,undefined,2,4,2,4,2,2,negative,3,"안타까움,걱정,우려",anti_polyamory,4,cultural,"다자연애는 한국 사회에서 받아들여지기 어렵다,다자연애는 당사자에게 고통을 줄 수 있다","한국 사회는 전통적인 가치관을 중시한다,개인의 행복보다 사회적 조화가 중요하다",2,4,2,2
별 이상한것도 다 있네,0,원댓글,@HeyJude__,2025. 9. 15. 오후 3:49:29,2,negative,3,negative,3,negative,2,negative,3,negative,1,neutral,exclusive,absolute,natural,hierarchical,2,4,2,4,2,2,negative,3,"disgust,surprise,disapproval",anti_polyamory,4,moral,다자연애는 비정상적이다.,"일부일처제가 유일하게 정상적인 관계 형태이다.,새로운 것은 의심스럽고 잘못된 것이다.",1,5,1,1
이딴 방송을 왜 하는겨,1,원댓글,@봉방동,2025. 9. 13. 오후 8:18:17,3,negative,2,negative,4,negative,2,negative,3,negative,1,neutral,exclusive,absolute,natural,hierarchical,2,4,2,4,2,3,negative,4,"disgust,anger,disapproval",anti_polyamory,5,moral,"다자연애는 부도덕하다.,다자연애 방송은 불필요하다.","일부일처제가 유일하게 정상적인 관계 형태이다.,방송은 사회에 영향을 미친다.",1,5,1,2
히밥인줄 알았네,0,원댓글,@seungwoo5659,2025. 9. 15. 오전 9:22:45,1,neutral,1,neutral,1,neutral,1,neutral,1,neutral,1,neutral,undefined,undefined,undefined,undefined,3,2,3,3,2,3,neutral,2,"amusement,recognition",neutral,3,personal,,특정 인물(히밥)의 외모가 연상될 만한 특징이 있다는 가정,1,5,3,1
이런건 방송 하지마세요..,0,원댓글,@gongbery,2025. 9. 15. 오후 9:09:50,3,negative,2,negative,4,negative,2,negative,4,negative,1,neutral,exclusive,absolute,natural,hierarchical,2,5,1,5,1,2,negative,4,"disgust,anger,disapproval",anti_polyamory,5,moral/cultural,"다자연애 방송은 부적절하다,다자연애는 사회적으로 해롭다","일부일처제가 유일하게 정상적인 관계 형태이다,미디어는 사회에 긍정적인 영향을 미쳐야 한다",1,4,1,2
정신나간걸 포장하네ㅋ,1,원댓글,@람스-y6t,2025. 9. 15. 오전 12:49:11,4,negative,3,negative,5,negative,2,negative,4,negative,1,neutral,exclusive,absolute,natural,hierarchical,2,5,1,5,1,2,negative,4,"분노,혐오,경멸",anti_polyamory,5,moral,"다자연애는 비정상적이다.,다자연애는 진실을 왜곡한다.","일부일처제가 정상적인 관계이다.,모든 관계는 공정해야 한다.,관계는 배타적이어야 한다.",1,5,1,1
참 할말은 많지만ㅋㅋㅋ,0,원댓글,@곰-t6v,2025. 9. 20. 오후 1:48:11,2,negative,2,negative,3,negative,1,neutral,2,negative,1,neutral,undefined,undefined,undefined,undefined,2,3,2,3,2,2,negative,2,"frustration,disapproval,sarcasm",anti_polyamory,1,moral,,"다자연애는 기존 관계를 훼손할 수 있다,다자연애는 바람직하지 않다",1,4,1,1
진짜 따 보고 정상인 으님..미화로 화성인이네 뭐니도 웃김.지도 알지 못하는게 뭐 연애하면 다 어디다가 갖다 사랑이라고 지껄이는지...챙피...,0,원댓글,@MartinKatrina,2025. 9. 12. 오후 11:38:04,3,negative,2,negative,3,negative,2,negative,4,negative,1,neutral,exclusive,absolute,natural,hierarchical,2,4,1,4,2,2,negative,4,"혐오,경멸,분노",anti_polyamory,5,moral/personal,"다자연애는 진정한 사랑이 아니다,다자연애는 비정상적이다,다자연애는 부끄러운 행위이다","사랑은 독점적 관계여야 한다,사회적 규범을 따라야 한다,다자연애는 이해하기 어렵다",2,3,1,2
이딴 방송하지마라,1,원댓글,@ggito0104,2025. 9. 14. 오후 2:04:40,4,negative,3,negative,3,negative,2,negative,3,negative,1,neutral,exclusive,absolute,harmful,hierarchical,2,4,1,4,2,1,negative,4,"disgust,anger,annoyance",anti_polyamory,5,moral/cultural,"다자연애는 옳지 않다,다자연애는 사회에 해롭다","일부일처제는 유일하게 정상적인 관계 형태이다,다자연애는 도덕적으로 용납될 수 없다",1,3,1,1
우웩;;;;;;,4,원댓글,@병맛-i5n,2025. 9. 11. 오후 9:38:06,3,negative,4,negative,4,negative,1,neutral,5,negative,2,neutral,exclusive,absolute,natural,hierarchical,2,5,1,5,1,2,negative,5,"disgust,revulsion,aversion",anti_polyamory,5,personal,다자연애는 혐오스럽다,"독점적 관계가 정상이며, 다자연애는 비정상이다,다자연애는 부도덕하다",1,5,1,1
어이가없네진짜..ㅋ 징그럽다. 이게 뭐하는짓임?ㅋㅋㅋㅋ,0,원댓글,@필반나.차전,2025. 9. 16. 오후 8:36:53,4,negative,3,negative,4,negative,2,negative,4,negative,1,neutral,exclusive,absolute,natural,hierarchical,2,5,1,5,2,2,negative,5,"disgust,shock,anger",anti_polyamory,5,personal,다자연애는 징그럽고 이상한 짓이다.,"monogamy는 유일하게 정상적인 관계 형태이다.,다자연애는 비도덕적이다.",1,5,1,1
그렇게 따지면 남친의 여친이랑 여친의 여친도 데꼬오세염,0,원댓글,@꾸끼-t2o,2025. 9. 12. 오후 5:28:01,2,neutral,4,negative,3,neutral,3,neutral,2,neutral,4,positive,inclusive,flexible,manageable,egalitarian,4,2,5,2,3,4,neutral,3,"sarcasm,playfulness,frustration",pro_polyamory,4,personal,"다자연애도 존중받아야 한다,이중잣대를 적용하지 말아야 한다","모든 사람은 자신의 연애 방식을 선택할 자유가 있다,다자연애는 비도덕적이거나 비정상적인 것이 아니다",3,4,3,3
그러다가 지구촌 ...,0,↳ 답글,@ESFP벨라,2025. 9. 12. 오후 6:38:09,3,negative,2,negative,4,negative,3,negative,4,negative,1,neutral,exclusive,absolute,natural,hierarchical,2,4,2,4,2,3,negative,3,"worry,fear,discomfort",anti_polyamory,4,moral,다자연애가 사회 전체에 부정적인 영향을 미칠 것이다.,"전통적인 가족 제도와 성 관념이 유지되어야 한다.,개인의 자유는 사회의 안정과 질서 안에서 제한될 수 있다.",2,4,2,2
안정환 이방송 엠씨를하다니 실망,2,원댓글,@eunjeung3296,2025. 9. 12. 오후 3:27:29,2,negative,1,negative,3,negative,0,neutral,4,negative,0,neutral,exclusive,absolute,harmful,hierarchical,2,4,2,4,1,2,negative,3,"실망,불쾌감,비난",anti_polyamory,4,moral,"다자연애 관련 방송 MC는 부적절하다,안정환은 실망스럽다","다자연애는 도덕적으로 옳지 않다,공인은 도덕적으로 모범을 보여야 한다",2,4,1,2
병원가보세요 ㅋㅋ,0,원댓글,@Hoon1768,2025. 9. 23. 오후 9:36:31,4,negative,2,negative,3,negative,1,negative,3,negative,0,neutral,exclusive,absolute,natural,hierarchical,2,4,1,4,2,1,negative,3,"비난,경멸,조롱",anti_polyamory,5,personal,"다자연애는 비정상이다,다자연애는 치료가 필요하다","일부일처제가 정상적인 관계 형태이다,정신 건강은 사회적 규범에 의해 정의된다",1,4,1,1
남자가 다 생각이 있고만,0,원댓글,@궁디팡팡-e8x,2025. 9. 12. 오전 11:28:25,1,negative,2,neutral,3,negative,2,neutral,3,negative,3,positive,inclusive,flexible,manageable,non-hierarchical,4,2,4,2,3,3,positive,3,"approval,agreement,satisfaction",pro_polyamory,4,moral,다자연애는 '생각'이 있는 행위이다,"다자연애는 무분별하거나 비도덕적이지 않다,전통적인 일부일처제는 유일한 '정상'적인 관계 형태가 아니다",2,4,3,3
